Location,End Date,Fiscal Year,Week,Period,Item,Category,Sub Category,Group with,Counts,Quantity (#),Discount ($),Total ($),Order Type,Number,Area
Long Beach,2/16/25,2025,7,2,55. LINCECUM,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,63. 'HELLA' FAT BASTARD,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,63. 'HELLA' FAT BASTARD,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,69. CUPID'S SEXY BOY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,750. HADES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,84. SUPER LUIGI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,84. SUPER LUIGI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,85. SUPER MARIO,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,85. SUPER MARIO,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,85. SUPER MARIO,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,750. VEGAN HADES,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,15.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,750. VEGAN HADES,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,15.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,92. CUPID'S HOT DATE 4 HIRE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.05,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,239. SNEAKY KITTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.95,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.95,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,"668. TURKEY, TURKEY!",KID'S MENU,SANDWICH,MEAT SANDWICHES,1,2,0,14.7,Take Out,2,SoCal 4
Long Beach,2/16/25,2025,7,2,1. ELVIS KIETH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,111. CUPID'S MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,111. CUPID'S MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,111. CUPID'S MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,125. 756,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,135. BRUCE WAYNE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,151. BUDDY KITTY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,170. VEGAN NOT SO SLOPPY IKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,173. GLADIATOR,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,190. KELLY KAPOWSKI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,190. KELLY KAPOWSKI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,190. KELLY KAPOWSKI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,202. VEGAN GRAMPS,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,202. VEGAN GRAMPS,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,202. VEGAN GRAMPS,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,219. FALL'ING FOR IKE'S,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,219. VEGAN FALL'ING FOR IKE'S,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,235. THE TIME TRAVELER'S WIFE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,246. JAMES & THE GIANT PEACH,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,246. VEGAN JAMES & THE GIANT PEACH,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,246. VEGAN JAMES & THE GIANT PEACH,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,291. PEE WEE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,291. PEE WEE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,299. VEGAN MEL-LO KITTY,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,299. VEGAN MEL-LO KITTY,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,299. VEGAN MEL-LO KITTY,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,301. HANDSOME OWL,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,301. HANDSOME OWL,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,301. VEGAN HANDSOME OWL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,301. VEGAN HANDSOME OWL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,301. VEGAN HANDSOME OWL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,319. RAWSON THURBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,346. JOHN WAYNE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,405. ERIN COSCARELLI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,414. VEGAN LITACANRANA,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,414. VEGAN LITACANRANA,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,500. ARASH MARKAZI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,500. ARASH MARKAZI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,526. HOWIE EAT IT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,564. VEGAN DAY OFF (Long Beach Exclusive),VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,564. VEGAN DAY OFF (Long Beach Exclusive),VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,70. MEATLESS MIKE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,70. MEATLESS MIKE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,70. MEATLESS MIKE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,70. VEGAN MEATLESS MIKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,840. MILLENNIAL FALCONS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,840. MILLENNIAL FALCONS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,892. VEGAN PIRATES OR PILATES,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,9. [NAME OF THE GIRL IM DATING],MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,9. CUPID'S [NAME OF THE GIRL IM DATING],MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,1122. VEGAN TAILOR'S BOOTY,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.25,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,233. VEGAN BUD BUNDY,VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.25,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,239. SNEAKY KITTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.25,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,275. VEGAN KIRK RUETER,VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.25,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,315. VEGAN BONNIE-JILL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.25,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.25,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,982. VEGAN PURPLE GOBLIN,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.25,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,143. CUPID'S I'LL BE YOUR VALENTINE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.14,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,143. CUPID'S I'LL BE YOUR VALENTINE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.14,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,1. ELVIS KIETH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,19. TONY GWYNN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,19. TONY GWYNN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,19. TONY GWYNN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,30. BACKSTABBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,333. STEPHAN JENKINS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,61. SOMETIMES I'M A VEGETARIAN,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,895. CLUELESS,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,CHICKEN STRIPS,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,2,0,12,Take Out,2,SoCal 4
Long Beach,2/16/25,2025,7,2,115. KEVIN BACON,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,17. AARON ECKHART,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,192. THE LITTLE MERMAID,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,239. SNEAKY KITTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,11.95,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,239. SNEAKY KITTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,11.95,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,57. TED ROBINSON (Pastrami),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Delivery,1,SoCal 4
Long Beach,2/16/25,2025,7,2,681. STARVING AVOCADO,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,11.95,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,860. TUCKNASTY (Roast Beef),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,860. TUCKNASTY (Roast Beef),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,1,0,11.95,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,DUTCH CRUNCH 6-PACK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,6,1,0,9.89,Take Out,6,SoCal 4
Long Beach,2/16/25,2025,7,2,DUTCH CRUNCH 6-PACK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,6,1,0,9.89,Dine In,6,SoCal 4
Long Beach,2/16/25,2025,7,2,304. CHESTER THE CHEETAH,KID'S MENU,SANDWICH,VEGGIE SANDWICHES,1,1,0,7.55,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,"668. TURKEY, TURKEY!",KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,7.55,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,CHICKEN STRIPS,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,7.55,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,VEGAN CHICK'N NUGGETS,KID'S MENU,SANDWICH,VEGGIE SANDWICHES,1,1,0,7.55,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,304. CHESTER THE CHEETAH,KID'S MENU,SANDWICH,VEGGIE SANDWICHES,1,1,0,7.15,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,"668. TURKEY, TURKEY!",KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,7.15,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,670. MEATWAD,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,7.15,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,CHICKEN STRIPS,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,7.15,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,CHICKEN STRIPS,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,7.15,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,304. CHESTER THE CHEETAH,KID'S MENU,SANDWICH,VEGGIE SANDWICHES,1,1,0,6,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,601. NINJA TURTLE,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,6,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,670. MEATWAD,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,6,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,670. MEATWAD,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,6,Take Out,1,SoCal 4
Long Beach,2/16/25,2025,7,2,670. MEATWAD,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,6,Dine In,1,SoCal 4
Long Beach,2/16/25,2025,7,2,CHICKEN STRIPS,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,1,0,6,Phone Order,1,SoCal 4
Long Beach,2/16/25,2025,7,2,VEGAN CHICK'N NUGGETS,KID'S MENU,SANDWICH,VEGGIE SANDWICHES,1,1,0,6,Dine In,1,SoCal 4
Long Beach,2/23/25,2025,8,2,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,69,0,1076.95,Dine In,69,SoCal 4
Long Beach,2/23/25,2025,8,2,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,56,0,1003.2,Dine In,56,SoCal 4
Long Beach,2/23/25,2025,8,2,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,53,0,800.45,Dine In,53,SoCal 4
Long Beach,2/23/25,2025,8,2,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,50,0,767.05,Dine In,50,SoCal 4
Long Beach,2/23/25,2025,8,2,957. THE DAMON BRUCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,38,0,703.05,Dine In,38,SoCal 4
Long Beach,2/23/25,2025,8,2,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,40,0,667.4,Dine In,40,SoCal 4
Long Beach,2/23/25,2025,8,2,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,31,15.95,517.9,Dine In,31,SoCal 4
Long Beach,2/23/25,2025,8,2,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,32,0,483,Dine In,32,SoCal 4
Long Beach,2/23/25,2025,8,2,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,27,0,477.65,Dine In,27,SoCal 4
Long Beach,2/23/25,2025,8,2,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,26,0,414,Dine In,26,SoCal 4
Long Beach,2/23/25,2025,8,2,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,22,0,404.35,Take Out,22,SoCal 4
Long Beach,2/23/25,2025,8,2,422. BEAST MODE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,24,0,398.7,Dine In,24,SoCal 4
Long Beach,2/23/25,2025,8,2,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,24,0,367,Dine In,24,SoCal 4
Long Beach,2/23/25,2025,8,2,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,24,40.5,336.5,Dine In,24,SoCal 4
Long Beach,2/23/25,2025,8,2,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,17,0,320.55,Take Out,17,SoCal 4
Long Beach,2/23/25,2025,8,2,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,21,0,292.5,Dine In,21,SoCal 4
